Prefix of Website,Course Code,Course Name,Course Description,Prereq,Antireq,Coreq 
PHARM,PHARM353,Entrepreneurship in Pharmacy,This business course leverages concepts presented in PHARM 350 and applies them to the specific opportunities and challenges facing entrepreneurs and/or individuals creating innovative solutions within more traditional pharmacy environments. Topics that will be addressed include business planning and relationship management for entrepreneurs. ,Prereq: PHARM 350; Pharmacy students only,None,None
PHARM,PHARM361,Advanced Compounding,"Building upon experiences gained in Pharmacy 124 and 125 (Pharmaceutics 1 and 2), Advanced Compounding introduces the student to more complex formulations and their use in specific patient populations. Example topics include compounding for geriatric and pediatric patients, veterinary products, USP <795> and its application to extemporaneous compounding, and stability and QC testing. [Offered: W, S, F]","Prereq: PHARM 124, 125; Pharmacy students only",None,None
PHARM,PHARM362,Advanced Patient Self Care,"Advanced Patient Self Care teaches students to critically evaluate the use of self-care therapeutic options such as Natural Health Products, Schedule II and III drugs and functional foods in various disease states and populations. Other topics include: the Natural Health Product approval process, regulatory issues for self-selection products and reimbursement for self-care services. [Offered: W, S, F]","Prereq: PHARM 220, 228; Pharmacy students only",None,None
PHARM,PHARM363,Global Infectious Disease Management,"This course addresses global infectious diseases from a public health perspective in an integrated case study format. It focuses on the role of the pharmacist, mode of transmission of these diseases, prevention, control, emergency preparedness, appropriate use of vaccines and vaccine administration. [Offered: W, S, F]","Prereq: PHARM 220, 232/232L; Pharmacy students only",None,None
PHARM,PHARM364,The Pharmacist as Educator,"This course will introduce the basic learning theory and practice that pharmacists use as educators of specific audiences, such as patients, other healthcare providers, other pharmacists, etc. [Offered: W, S, F]",Prereq: PHARM 127; Pharmacy students only,None,None
PHARM,PHARM366,Concepts in Nutritional Sciences,"This course focuses on the role of nutrition in the attainment of optimal patient health. Topics include nutrition for optimal growth and risk reduction of chronic disease; nutrition in special populations; functional foods and nutraceuticals; enteral and parenteral nutrition; and the role of the pharmacist in nutrition counseling. [Offered: W,S, F]",Prereq: PHARM 220; Pharmacy students only,None,None
PHARM,PHARM367,Pediatric Pharmacy,"This course introduces the student to the more complex pediatric therapeutics and pharmacy-specific issues associated with a pediatric population. [Offered: W, S, F]","Prereq: PHARM 220, 221, 229; Pharmacy students only",None,None
PHARM,PHARM368,Advanced Drug Information & Evidence-Based Medicine,"This course builds on the knowledge and skills students have acquired about the retrieval, analysis and use of drug information. Students will apply the principles of evidence-based medicine and critically appraise literature in responding to the needs of a variety of patient and professional audiences. [Offered: W, S, F]","Prereq: PHARM 223, 229; Pharmacy students only",None,None
PHARM,PHARM370,Personal & New Venture Financial Management,"This course covers topics that are relevant to the financial decision making of individuals, with a particular focus on future professionals who have any interest in being involved in new business ventures. Knowledge and skills learned will allow students to take advantage of the career diversity and resulting business opportunities related to pharmacy. [Offered: W, S, F]",Prereq: Pharmacy students only.,None, Coreq: PHARM 350
PHARM,PHARM372,Strategic Global Health & Pharmacy Practice,"This course focuses on the challenges of providing health care and pharmacy-related services within a global context. The course will examine how cultural variations and socio-political factors affect drug therapy and patient care. The specific impact of pharmaceuticals/vaccinations on global health will be featured. [Offered: W, S, F]",Prereq: Pharmacy students only.,None, Coreq: PHARM 350
PHARM,PHARM373,Healthcare Delivery in Rural and Underserved Populations,"This course will develop students' understanding of the unique challenges and opportunities in providing healthcare to rural and underserved populations. Through lectures and field work, students will examine topics such as health care disparities, interprofessional collaboration, the role of the rural pharmacist, and underserved patient case studies. [Offered: W, S, F]",Prereq: Pharmacy students only,None,None
PHARM,PHARM374,Complementary and Alternate Medicine,"This Complementary and Alternate Medicine course is designed to give the student an overview of complementary and alternative healing practices and will heighten student awareness that CAM is multifactorial and often includes belief systems and practices other than drug therapy. [Offered: W, S, F]",Prereq: PHARM 228; Pharmacy students only,None,None
PHARM,PHARM375,Substance Abuse & Chemical Dependency,"This course serves as an overview of addiction, chemical abuse and chemical dependency and how pharmacists can impact those affected. Topics include prevention, identification, treatment options, clinical aspects of treatment, and an understanding of support systems available for those in recovery. [Offered: W, S, F]","Prereq: PHARM 220, 221. Pharmacy students only.",None,None
PHARM,PHARM376,Practicing Pharmacy with Diverse Populations,"This course will provide students with tools to optimize patient care when working with diverse communities. Diversity will be defined in its broadest sense encompassing a discussion in how differences in ethnicity, gender, sexual orientation, physical or mental ability etc. impact patient care. Students will learn about the unique needs of different populations and through a combination of lectures and case studies learn how to sensitively and effectively work with a variety of patients. [Offered: W, S, F]","Prereq: PHARM 220, 221. Pharmacy students only.",None,None
PHARM,PHARM377,Drug-Induced Disease,"Drug-Induced Disease will explore the most appropriate interventions for prevention, detection and management of drug-induced diseases. Emphasis will be placed on the role of the pharmacist as a proactive practitioner in minimizing morbidity and mortality from drug-induced diseases. [Offered: W, S, F]",Prereq: Pharmacy students only,None,None
PHARM,PHARM378,Advanced Women's Health Pharmacotherapeutics,"This course will examine the pharmacotherapy of health conditions commonly experienced by women across their lifespan. Topics will include menstrual and reproductive disorders; contraception, pregnancy and childbirth; and common diseases that may be experienced differently by women. The course will also explore the ethics, commercialization and medicalization of women's health. [Offered W, S, F]",Prereq: PHARM 222; Pharmacy students only,None,None
PHARM,PHARM379,Ethical Decision-Making in Pharmacy Practice,"This course explores the principles of ethical decision-making in healthcare and applies them to various scenarios and actual cases in different pharmacy practice settings. Discussion will focus on ethical dilemmas where a variety of stakeholders and implications must be considered. [Offered: W, S, F]",Prereq: Pharmacy students only,None,None
PHARM,PHARM391,Seminars in Pharmacy 2,"Through the Seminar Series of courses students are exposed to a number of speakers who address relevant topics within a content area. Speakers may include subject-matter experts, patients, and health care professionals. ",Prereq: PHARM students only., Antireq: PHARM 490,None
PHARM,PHARM400,Independent Study 1,"This elective is designed to permit students to pursue areas of personal interest and/or to gain personal experience in scientific research through a research project. PHARM400 typically involves a reading/survey based project involving a review of and collection of data from relevant scientific literature, and the synthesis of new information based upon this review. Research may be conducted in the School of Pharmacy, in a hospital, community pharmacy, pharmaceutical company, etc. A maximum of 1.0 credit may be taken as Independent Study courses.",Prereq: Pharmacy students only,None,None
PHARM,PHARM401,Independent Study 2,"This elective is designed to permit students to pursue areas of personal interest and/or to gain personal experience scientific research through a research project. PHARM 401 requires a research based project and will typically include a review of pertinent scientific literature and generation and analysis of new data. Research may be conducted in the School of Pharmacy, in a hospital, community pharmacy, pharmaceutical company, etc. A maximum of 1.0 credit may be taken as Independent Study courses.",Prereq: Pharmacy students only,None,None
PHARM,PHARM422,Integrated Patient Focused Care 9,"This is the ninth of nine sequential courses. Complex integrated cases will be covered, along with special topics. [Offered: W, S]","Prereq: PHARM 323/420, 324/421; Pharmacy students only",None,None
PHARM,PHARM425,Symposium,"Symposium offers senior students the opportunity to deliver a seminar in a content area of their choice. Students will demonstrate an ability to critically appraise literature from a variety of sources and synthesize information in both written and presentation formats. [Offered: W, S]","Prereq: PHARM 323/420, 324/421, 330. Pharmacy students only",None,None
PHARM,PHARM430,Clinical Rotation 1: Primary Care,"Students will provide supervised direct patient care in a primary care setting. Over the course of 24 weeks, students will be placed in three 8-week rotations where the student's ability to apply therapeutic knowledge in a live practice setting will be refined and assessed. [Offered: W, S]","Prereq: Pharmacy students only. Students must have successfully completed all courses to the end of the 3B academic term, as well as three co-op work terms, to enrol in this course.",None,None
PHARM,PHARM440,Clinical Rotation 2: Institutional,"Students will provide supervised direct patient care in an institutional setting. Over the course of 24 weeks, students will be placed in three 8-week rotations where the student's ability to apply therapeutic knowledge in a live practice setting will be refined and assessed. [Offered: W, S]","Prereq: Pharmacy students only. Students must have successfully completed all courses to the end of the 3B academic term, as well as three co-op work terms, to enrol in this course.",None,None
PHARM,PHARM450,Clinical Rotation 3: Elective,"Students will practice in a variety of Pharmacy settings under the supervision of qualified preceptors. Over the course of 24 weeks, students will be placed in three 8-week rotations where the student's ability to apply therapeutic knowledge in a live practice setting will be refined and assessed. [Offered: W, S]","Prereq: Pharmacy students only. Students must have successfully completed all courses to the end of the 3B academic term, as well as three co-op work terms, to enrol in this course.",None,None
PHARM,PHARM460,Leadership in Pharmacy,"This course focuses on application of leadership principles, human, organizational and motivational behaviour, and power relationships in the healthcare workplace. [Offered: W, S, F]",Prereq: PHARM 350; Pharmacy students only,None,None
PHARM,PHARM461,Advanced Patient Safety,"This course focuses on applying the Canadian Patient Safety Institute's domains to projects with community partners and local health care agencies. Students will learn to develop strategies to integrate medication safety updates and implement recommendations into their practices. [Offered: W, S, F]","Prereq: PHARM 329, 350; Pharmacy students only",None,None
PHARM,PHARM462,Interprofessional Case Management,"This course focuses on developing the enhanced communication and teamwork skills necessary for working in interprofessional teams to optimize patient care. [Offered: W, S, F]",ERROR!!!,ERROR!!!,Coreq: PHARM 323; Pharmacy students only
PHARM,PHARM464,Advanced Therapeutic Concepts in Oncology,"This course examines advanced oncology therapeutic concepts required as foundation for patient management in the inpatient, ambulatory, and community settings. Topics include a comprehensive review of cancer epidemiology and pathophysiology, therapeutic agents used in the oncology setting, management of cancer therapy toxicities, and treatment and palliation of cancer symptoms. [Offered: W, S, F]",ERROR!!!,ERROR!!!,Coreq: PHARM 323; Pharmacy students only
PHARM,PHARM465,Critical Care & Emergency Medicine for Pharmacists,"This course focuses on the types of care provided by interdisciplinary health team members involved in caring for critical care and emergency room patients. Invited respiratory therapists, nurses, dieticians, pharmacists, social workers and intensivists will discuss critical care topics such as sepsis, respiratory insufficiency, toxicology, ethical deliberations and end of life care. [Offered: W, S, F]",Prereq: PHARM 321; Pharmacy students only.,None,None
PHARM,PHARM466,Advanced Geriatric Care,"This course focuses on key concepts of ageing that are related to geriatric pharmacotherapy. Topics include: the biology and demography of ageing, optimal medication use in older people, disease presentation, geriatric assessment, roles for pharmacists and challenges and complexity of geriatric care. [Offered: W, S, F]",Prereq: Pharmacy students only.,None," Coreq: PHARM 323/420, 324/421"
PHARM,PHARM469,Pharmacoepidemiology and Pharmacy Practice,"The course aims to promote an enhanced understanding of conceptual and methodological issues essential for effective critical appraisal of the relevant clinical literature and ultimately, improved patient care. Key topics to be covered will include: basic concepts of epidemiology; data sources and measures, study design and methodological issues in pharmacoepidemiology; and, applications relevant to population-based research and pharmacy. [Offered: W, S, F]",Prereq: Level at least 3B PHARM students.,None,None
PHARM,PHARM470,Advanced Medical Writing,"This course will refine students' writing skills. Students will have opportunities to produce a variety of different documents with a focus on preparing documents suitable for publication. Topics will include audience analysis, modification of content to conform to the requirements of different journals, succinct and clear representation of data and study findings, coordinating the editing process with multiple authors etc. [Offered: W, S, F]",ERROR!!!,ERROR!!!,Coreq: PHARM 324/421
PHARM,PHARM472,Community Practice in a Changing Environment,"This course will prepare pharmacy students to provide services in an advanced community pharmacy practice environment. Students will explore, critique and develop innovative clinical services for the community setting. Students will also develop change management and critical thinking skills. [Offered: W, S, F]",Prereq: Level at least 3B PHARM students.,None,None
PHARM,PHARM473,Advanced Infectious Disease,"This course is designed to expand upon students' understanding of infectious disease pharmacotherapy, with a focus on syndromes requiring a higher degree of medical intervention than commonly seen in primary care. The aim of the course is to develop practicing pharmacists with the knowledge, skills and critical dispositions necessary for optimizing the use of anti-infectives in challenging infectious syndromes. [Offered: W, S, F]",Prereq: PHARM 232 or 233L.,None," Coreq: PHARM 320, 321; Pharmacy students only"
PHARM,PHARM474,Advanced Pharmacotherapeutics in the Hospital Setting,"This course will provide students the opportunity to apply clinical knowledge and skills to manage pharmacotherapy problems commonly encountered in hospitalized patients. The focus will be on disease states not covered in the Integrated Patient Focused Care Series. Additionally, problems unique to delivery of care in the hospital setting, such as formulary management, utilization review, and medication problems relating to transitions among care settings will be explored. [W, S, F]",Prereq: Pharmacy students only.,None, Coreq: PHARM 323/420
PHARM,PHARM475,Advanced Pharmacotherapeutics in the Ambulatory Care Setting,"This course will provide students the opportunity to apply clinical knowledge and skills to manage pharmacotherapy problems commonly encountered by pharmacists practicing in an outpatient environment. The focus will be on disease states not covered in the Integrated Patient Focused Care Series. Additionally, problems unique to delivery of care in the ambulatory setting, such as coordination of care within an interdisciplinary team, working within the constraints of the Ontario Drug Benefit (ODB) program and insurance plan formularies, and provision of best practice care with limited resources. [Offered: W, S, F]",Prereq: Pharmacy students only.,None, Coreq: PHARM 323/420
PHARM,PHARM476,Advanced Skills in Patient Engagement,"Research shows that patients actively involved in managing their health report better outcomes. This course is an innovative skills-based program that combines theory and practical techniques to help learners develop the ability to assess readiness, motivate, and support patients in improving their health. Relevant clinical tools will be introduced along with opportunities for hands-on practice. [W, S, F]",Prereq: PHARM 222; Pharmacy students only,None,None
PHARM,PHARM491,Seminars in Pharmacy 3,"Through the Seminar Series of courses students are exposed to a number of speakers who address relevant topics within a content area. Speakers may include subject-matter experts, patients, and health care professionals. ",Prereq: Pharmacy students only,None,None
PHARM,PHARM495,Advanced Topics in Patient Focused Care,"Update to the Integrated Patient Focused Care course series taken in the BSc Pharmacy curriculum. Focus on management of complex patients, application of clinical pharmacokinetics and evidence-based advancements in pharmacotherapeutics. [Offered: W, S, F]",Prereq: Waterloo BScPhm graduate,None,None
PHARM,PHARM496,Advanced Professional Practice,"Update to the Professional Practice course series taken in the BSc Pharmacy curriculum. Focus on skills necessary to incorporate changes in the scope of pharmacy practice into a variety of practice settings. This is predominantly an online course with required attendance at a workshop component. [Offered: W, S, F]",Prereq: Waterloo BScPhm graduate,None,None
PHARM,PHARM497,Clinical Rotation 1: Direct Patient Care Fundamentals,"Advanced practice rotation in an approved clinical practice setting. Involves patient case workups; defence and demonstration of knowledge and application of patient care principles. Submission of a clinical experience portfolio. [Offered W, S, F]",Prereq: PHARM 495 & 496,None,None
PHARM,PHARM498,Clinical Rotation 2: Direct Patient Care,"Advanced practice rotation (8 weeks) in an approved clinical practice setting (institutional or primary care, depending on prior experience assessed through PHARM 497). Provision of direct patient care in an inter-professional setting. 
[Offered W, S, F]",Prereq: PHARM 497,None,None
PHARM,PHARM499,Clinical Rotation 3: Elective,"Advanced practice rotation (8 weeks) in an approved clinical practice setting. Provision of direct patient care in an inter-professional setting distinct from previous experience assessed through the clinical experience portfolio and courses taken since completing the BSc Pharm. [Offered W, S, F]",ERROR!!!,ERROR!!!,Coreq: PHARM 498
PHIL,PHIL100J,Introduction to Philosophy,This course seeks to introduce students to the nature of philosophy. This is done through the examination of core texts and figures in the history of philosophy as well as in the discussion of perennial philosophical questions.,None,None,None
PHIL,PHIL101,Challenging Ideas: An Introduction to Philosophy,"Students will examine and challenge some influential ideas in Philosophy, and consider their importance to our lives. Questions might include: Does science describe the world as it really is? Is the mind just the brain? What can we know? Should we be moral? Do we have free will?",ERROR!!!,"Antireq: PHIL 110A, 110B",None
PHIL,PHIL110A,Introduction to Philosophy: Knowledge and Reality,"An introduction to central issues in metaphysics and epistemology. Questions to be considered might include: ""Can we know anything?"", ""Does God exist?"", ""Is the mind just a brain?"", ""Do human beings have free will?"" ",ERROR!!!,Antireq: PHIL 101,None
PHIL,PHIL110B,Introduction to Philosophy: Ethics and Values,"This course is an introduction to philosophical thinking about ethics and value, that is, about what is good, right, fair, just, and worthwhile in life. Includes consideration of questions such as ""What is the right thing to do?"" and ""Do human beings have free will?"" ",ERROR!!!,Antireq: PHIL 101,None
PHIL,PHIL118J,Virtue and the Good Life,"An examination of the importance of virtue in general and of the cardinal virtues in particular (practical wisdom, justice, courage, and moderation) for the development of moral character and the enjoyment of the good life.",None,None,None
PHIL,PHIL120J,The Meaning of Life,"We may have distinct ideas about the reason why we do this or that, but is there a point to our existence as a whole? What do or should we live for? Or is life essentially meaningless or even absurd? What do such questions mean and how can we best answer them? The views of different philosophers will be explored and compared.",None,None,None
PHIL,PHIL121,Moral Issues,"This course surveys several controversial moral topics, and a range of philosophical views on each. Topics may include abortion, cloning, euthanasia and suicide, sexism, prostitution, pornography, torture, and animal rights. ",ERROR!!!,Antireq: PHIL 220,None
PHIL,PHIL145,Critical Thinking,"An analysis of basic types of reasoning, structure of arguments, critical assessment of information, common fallacies, problems of clarity and meaning.",None,None,None
PHIL,PHIL200J,Aristotelian Logic,"An introduction to the understanding of how words are used, the formation of propositions, the construction of arguments and the examination of fallacies to help the student argue with order, facility and without error.",None,None,None
PHIL,PHIL201,Philosophy of Sex and Love,"Classic and contemporary philosophical examination of sex and love. Questions considered might include the following: Do you love because your love-object is worthy, or do you find your love-object worthy because of your love for them? Does sex ever involve using persons as mere means to an end? Should it?",None,None,None
PHIL,PHIL202,Gender Issues,"Philosophical analysis of issues relating to sex/gender. Questions considered might include the following: What, if anything, is the difference between sex and gender? How much of a role do facts about biology play in our ideas about sex and gender? How many sexes are there? What ethical issues arise for us in virtue of our gender?",None,None,None
PHIL,PHIL204J,Philosophy and Culture,"An exploration of the nature of culture and its role in the life and development of the human being through an analysis of the assumptions of Western popular culture in such areas as technology and the internet, individual freedom, sexuality, and the global economy.",None,None,None
PHIL,PHIL205,Philosophy of Economics,"This course considers conceptual, methodological, foundational, and ethical issues in economic theory and practice. Questions include: What can philosophy teach us about economic methodology and justification? Are economic formalizations useful idealizations of human behaviour? Is economics a science? What role do values play in economic reasoning and policy-making?",ERROR!!!,Antireq: PHIL 371 taken Winter 2014,None
PHIL,PHIL206,Philosophy of Sport,"This course uses the tools of philosophy to ask important questions about sport, such as: What is sport? What is the value of sport for participants or fans? Are violent sports unethical? Should performance enhancing drugs be banned? What is luck, and how is it different from skill?",ERROR!!!,Antireq: PHIL 271 taken Fall 2014,None
PHIL,PHIL207J,Philosophy and J.R.R. Tolkien,"An introduction to the implicit philosophical content of Tolkien's works, with a special emphasis on Lord of the Rings. Problems such as the existence of God, fate, free will, evil, death, and technology will be explored. Tolkien's views will be examined in relation to philosophical works.",ERROR!!!,"Antireq: PHIL 209 taken Winter 2015, Fall 2015",None
PHIL,PHIL208,Philosophy Through Science Fiction,"Questions regarding such matters as the nature of knowledge, logic and language, mind and brain, space and time, causality, ethics, and politics are explored through classic philosophic texts and science fiction narratives.",None,None,None
PHIL,PHIL209,Philosophy in Literature,Philosophical themes will be explored through appropriate literary works.,None,None,None
PHIL,PHIL210J,Human Nature,"What is a human being? The course examines this question from a philosophical perspective. Topics to be covered may include the soul, the body, emotions, the intellect, the will, relationships, sex, and human dignity.",None,None,None
PHIL,PHIL211J,Death and the After-Life,What is death? What does it mean for a person to die? Is death an evil thing and what attitude should the living person have toward death? Is there any rational or philosophical reason to believe in immortality? Questions such as these will be explored using the views of a certain number of philosophers.,ERROR!!!,Antireq: PHIL 120J taken prior to Fall 2017,None
PHIL,PHIL215,Professional and Business Ethics,"Study of ethical and moral issues that typically arise in professional and business activity. What responsibilities to society at large do people in such business and professional activities as teaching, engineering, planning, architecture, and accounting have? How far should professional autonomy extend?",None,None,None
PHIL,PHIL216,Probability and Decision Making,"This course covers a set of related topics in probability, inductive reasoning, game theory and decision theory which are of both theoretical and practical interest, having application to the philosophy of science, epistemology, political philosophy, ethics, political science, and economics. The course begins with probability theory, introduces utility theory, and discusses approaches to the theory of decision making with attention to their epistemological, social, and ethical implications.",None,None,None
PHIL,PHIL218J,Foundations of Ethics,"What is ethics and what is it based on? What does it mean for an action, a person, or a life to be morally good? Can philosophy provide any objective and universal answers to moral questions? The views of different philosophers will be discussed.",None,None,None
PHIL,PHIL219J,Practical Ethics,"An examination of contemporary ethical issues pertinent to our Western societies, such as abortion, euthanasia, the treatment of animals, the environment, and free expression.",None,None,None
PHIL,PHIL220J,Philosophy of Friendship,"Friendship is an essential part of a happy life. Ancient western philosophers made friendship one of the cornerstones of their ethics. This course is an exploration of their views on problems such as the necessity of friendship, its nature, its species, and its relationship to happiness and the political community.",ERROR!!!,"Antireq: PHIL 403 taken Winter 2007, Fall 2009, Winter 2013, Winter 2017",None
PHIL,PHIL221,Ethics,"An introduction to moral theories, including ones based on virtue, consequences, and rights and duties, with discussion of historical developments leading to those theories.",None,None,None
PHIL,PHIL224,Environmental Ethics,"Philosophical perspectives on such issues as climate change, pollution, use of scarce resources, biodiversity, and our relations with animals and future generations. This course will also consider bioactivism and other approaches to environmental problems.",None,None,None
PHIL,PHIL226,Biomedical Ethics,"An examination of ethical issues in the health sciences, such as the patient-doctor relationship, reproductive rights and technologies, genetic testing, allocation of medical resources, and end of life decisions.",None,None,None
PHIL,PHIL227,Culture and Ethics,"This course surveys a variety of competing ethical positions that have been, and continue to be, adopted by different cultures around the world. Can two competing ethical viewpoints both be right? If not, then what grounds should we adopt to decide between them, and under what circumstances? How can we negotiate the difficulties that such differences pose for our practical judgment and moral theorizing? Students will engage these questions by reading texts in philosophical ethics and meta-ethics, and by applying what they have learned in case studies of ethical differences among cultures.",None,None,None
PHIL,PHIL230J,God and Philosophy,What is God? Does God exist? Can philosophy prove God or is agnosticism or atheism more reasonable? Is God compatible with evil and suffering or with a modern scientific worldview? Such questions will be explored from a variety of perspectives.,None,None,None
PHIL,PHIL237,Introduction to the Philosophy of Religion,"A critical discussion of basic religious concepts. Among the topics covered will be faith, miracles, religious experience, immortality, arguments for the existence of God, and challenges to religious belief. ",None,None,None
PHIL,PHIL240,Introduction to Formal Logic,"An examination of classical propositional logic, covering proof methods, expressive completeness, soundness, and completeness. Also introduction to quantificational logic.",Prereq: Not open to students in the Faculty of Mathematics., Antireq: PHIL 140,None
PHIL,PHIL245,Critical Thinking About Science,"How does science work? Does anything fall outside the scope of scientific inquiry? Under what circumstances do scientific claims deserve our trust? Does corporate funding of research affect its credibility? What can scientific failures teach us about scientific success? By looking at case studies of recognized scientific successes and failures, this course addresses these questions in a way that emphasizes core philosophical concepts in epistemology, philosophy of science, and ethics.",None,None,None
PHIL,PHIL251,Metaphysics and Epistemology,"This course introduces philosophical theories about the nature of reality (metaphysics), how we gain knowledge of it (epistemology), and of why such questions matter. Topics may include skepticism, the nature of rationality, knowledge of other minds, realism and anti-realism, and free will and determinism.",None,None,None
PHIL,PHIL252,Quantum Mechanics for Everyone,Quantum mechanics is driving a technological revolution. This course offers an introduction to the basic concepts of quantum mechanics from a historical and philosophical perspective. The course will supply the background needed to understand the controversies surrounding the interpretation of quantum mechanics as well as the principles behind the cutting-edge research being carried out at the Perimeter Institute and the University of Waterloo.,ERROR!!!,"Antireq: PHIL 271 taken Winter 2016, Winter 2017",None
PHIL,PHIL255,Philosophy of Mind,"This course will discuss fundamental questions concerning the nature of mind, including the relation between mind and body, the plausibility of commonsense views of the mind, and knowledge of other minds.",None,None,None
PHIL,PHIL256,Introduction to Cognitive Science,"Cognitive science is the interdisciplinary study of mind and intelligence. This course will draw on philosophy, psychology, artificial intelligence, linguistics, neuroscience, and anthropology to address central questions about the nature of thinking. Topics discussed will include mental representation, computational models of mind, and consciousness.",None,None,None
PHIL,PHIL257,Philosophy of Mathematics,An introduction to philosophical problems concerning mathematics. Topics may include: what makes mathematical statements true (e.g. do numbers exist?); whether mathematics is a human creation of something we discover; what counts as a proof; mathematical paradoxes; the relationship between mathematics and other sciences; and mathematical pluralism. ,ERROR!!!,Antireq: PHIL 359,None
PHIL,PHIL258,Introduction to the Philosophy of Science,"This course considers fundamental questions concerning the nature of science. Consideration is given to such topics as scientific methodology, scientific revolutions, natural laws, and the debate about whether scientific theories represent reality, or just our perceptions of reality.",None,None,None
PHIL,PHIL259,Philosophy of Technology,What is technology? What is its relationship with modern science? Is technology a means or an end? Does the development of technology require a change in the way we conceive human nature and its place within the natural world? What new moral and metaphysical dilemmas does technology raise?,None,None,None
PHIL,PHIL265,The Existentialist Experience,An introduction to existentialism using both literary and philosophical texts.,None,None,None
PHIL,PHIL271,Special Topics,"Special topics, as announced by the department.",None,None,None
PHIL,PHIL283,Great Works: Ancient and Medieval,A historical survey of ancient and medieval philosophy in the Western tradition.,ERROR!!!,Antireq: PHIL 250A,None
PHIL,PHIL284,Great Works: Modern,A historical survey of modern philosophy in the Western tradition. ,ERROR!!!,Antireq: PHIL 250B,None
PHIL,PHIL285J,Great Christian Thinkers,"An introduction to and examination of the thought of one important figure of Christian philosophy, such as Augustine, Thomas Aquinas, or Kierkegaard. The choice of the philosopher studied varies from term to term. ",None,None,None
PHIL,PHIL286J,Great German Thinkers,"An introduction to and examination of the thought of one important figure (such as Leibniz, Kant, Nietzsche, or Heidegger) or school (such as Idealism, Romanticism, or phenomenology) of German philosophy. The choice of the philosopher(s) studied varies from term to term. ",None,None,None
PHIL,PHIL290,Nature of Scientific Knowledge,"This course examines how knowledge is produced in scientific disciplines, including the nature of inquiry, as well as types of evidence and expertise across different fields. The course features significant input from scientific practitioners in the form of guest lectures.",None,None,None
PHIL,PHIL291,The Social Nature of Knowledge,"This course examines social aspects of knowledge, including ways that characteristics of individual knowers and their communities affect the acquisition, interpretation, production, and transfer of knowledge. In addition, we analyze the consequences this has for the objectivity of knowledge. The course features significant input from researchers in the humanities and social sciences in the form of guest lectures.",None,None,None
PHIL,PHIL302,Topics in Feminist Philosophy,"Special topics in feminist philosophy, as announced by the department. Possible topics include (but are not limited to) bodily autonomy, reproductive justice, intersectionality, feminist epistemology, and the metaphysics of race and/or gender. ",Prereq: Level at least 2A,None,None
PHIL,PHIL305J,Philosophy of Nature,"A philosophical study of the most fundamental and common aspects of the natural world. After examining how such a study differs from and complements modern science, topics such as nature, matter, change, cause, time, and chance will be explored.",Prereq: Level at least 2A,None,None
PHIL,PHIL306J,Philosophy of Science,A philosophical study of the approaches to the material world used by contemporary physical science. The nature and the value of the experimental method in the writings of scientists past and present will be examined.,Prereq: Level at least 2A,None,None
PHIL,PHIL315,Ethics and The Engineering Profession,"An analysis from the standpoint of philosophical ethics of moral issues arising in professional engineering practice. Issues include the social responsibility of engineers, conflict of interest and obligation, morally acceptable levels of risk, and moral implications of technology.",Prereq: Level at least 2A,None,None
PHIL,PHIL318J,Philosophy and the Family,"A philosophical examination of the family: its foundation, its purpose, its importance in personal growth and its relation to political community.",Prereq: Level at least 2A,None,None
PHIL,PHIL319J,Ethics of End-of-Life Care,"What options does a person reaching the end of life have and how can they best be cared for? How can we balance patient autonomy with the expertise of the health-care provider and the demands of the health-care system? This course will help students think philosophically and critically about issues like these in their cultural, historical, and legal context. Specific topics may include consent, human dignity, euthanasia, refusal or withdrawal of treatment, palliative care and holistic patient care, pluralism and diverse understandings of dying, and treatment of the elderly.",None,None,None
PHIL,PHIL320,Topics in Value Theory,"Special topics in value theory, as announced by the department. Possible topics include (but are not limited to) meta-ethics, moral psychology, moral responsibility, justice and oppression, international justice, and specific topics in applied ethics. ",Prereq: PHIL 221,None,None
PHIL,PHIL324,Social and Political Philosophy,"An examination of central issues in social and political philosophy. This course draws on both contemporary and historical readings to discuss issues such as: Does the state have legitimate authority to govern? What is the just way to distribute resources? What is the value of equality? Of liberty? What rights, if any, do we have, and why?",Prereq: Level at least 2A,None,None
PHIL,PHIL326J,Philosophy of Social Justice,"What is justice and more particularly what makes a society just? In the philosophical treatment of this problem, notions such as the purpose of community living, private and common goods, individual freedom, and social responsibility will be explored.",None,None,None
PHIL,PHIL327,Philosophy of Law,"Basic themes in the philosophy of law. Issues include the nature of law and its relation to morality and politics, legal reasoning, the justification of punishment, and theories of rights, responsibility and liability.",Prereq: Level at least 2A,None,None
PHIL,PHIL328,Human Rights,"What are human rights? Which do we have, and why? What are the practical implications of human rights, for both individuals and institutions? A comprehensive discussion of theory and history, of law and morality, and of national and international applications.",Prereq: Level at least 2A,None,None
PHIL,PHIL329,"Violence, Non-violence, and War","An exploration of the traditional debates concerning the legitimacy of violence and war as instruments in the pursuit of personal and political goals. The course critically examines a continuum of views from religious doctrines of non-resistance, to various forms of pacifism and non-violent resistance, ""just-war theory"", and political realism. The strategic arguments for political non-violent action are also considered.",Prereq: Level at least 2A,None,None
PHIL,PHIL331,Philosophy of Art,"What is art? What is beauty? What do the two have to do with each other? This course introduces students to some fundamental issues in the philosophy of art, and to a variety of philosophical views on these issues.",Prereq: Level at least 2A,None,None
